Repository,Title,Call No.,Language(s),Origin,Date,CompuDate,Place,Illustrated,Illuminated,Subject,Genre,Front Cover,Navigation,Data,Record,Summary
University of Pennsylvania Rare Book & Manuscript Library,Medical miscellany,LJS 24,Latin,Written in Paris in the mid-13th century.,between 1225 and 1275,1225-1275,Paris,No,Yes,"Dominicans;Medicine;Medicine, Medieval;Fever;","Codices;Illuminations;Treatises;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs24/data/web/0303_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs24.html,http://openn.library.upenn.edu/Data/0001/ljs24/data/,http://hdl.library.upenn.edu/1017/d/medren/5266652,"Collection of standard 13th-century medical texts with inhabited initials showing medical scenes. 5 works of Isaac Israeli concerning diet, urine, fevers, and the elements, which were translated into Latin in the 11th century by Constantine the African, a Benedictine monk comprise most of the manuscript. These are preceded by a brief introduction to Galen and 2 short works on the pulse. Most of the illuminations depict Dominican monks teaching and tending to patients.""           "
University of Pennsylvania Rare Book & Manuscript Library,Ars artium,LJS 251,Latin;Hebrew,Written in Germany in the second half of the 17th century.,between 1655 and 1699,1655-1699,Germany,No,No,Cabala;Gematria;Mathematics;Algebra;,"Codices;Diagrams;Tables (documents);Treatises;Manuscripts, Latin;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs251/data/web/0272_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs251.html,http://openn.library.upenn.edu/Data/0001/ljs251/data/,http://hdl.library.upenn.edu/1017/d/medren/4856519,"17th-century copy of a 16th-century treatise (1564, p. 6; 1569, p. 121) on cabalistic gematria (the mystical interpretation of language), in which strings of letters, in this case Latin sentences, are assigned a numerical value. Begins with a dedication to Maurice Hassia, Landgraf of Katsenelnbogen, Dietz, Zitgen-Hain, and Nidda, and a preface in which Schopper cites Christian Renaissance scholar Pico della Mirandola as his primary source for the Hebrew tradition of cabala. The mathematical notation used in the manuscript suggests that the text was copied and updated between 1655 and 1699.""           "
University of Pennsylvania Rare Book & Manuscript Library,Manuscript leaf from Physics,LJS 252,Latin,None noted,None noted,,None noted,No,No,Physics;Physical sciences;,"Fragments;Manuscripts, Latin;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs252/data/web/0132_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs252.html,http://openn.library.upenn.edu/Data/0001/ljs252/data/,http://hdl.library.upenn.edu/1017/d/medren/4759444,"Parchment leaf, formerly trimmed and used as a pastedown, from a manuscript of a Latin translation of the Physics of Aristotle, written in England, ca. 1300. The leaf is frame-ruled in ink for 2 columns of 36 lines and written in a Gothic script. The text is from Book 5 of the Physics, from the middle of Chapter 6 into Chapter 7 (Chapter 7 begins on the verso at the 2-line initial A in red with blue flourishing and marginal extension, with the text Amplius autem determinandum est). Running headings in red and blue, with Ph for Physica on the recto and L V for Liber V on the verso. 4 large paragraph marks in blue or red with contrasting flourishing and 1-line paragraphs alternating between red and blue.""           "
University of Pennsylvania Rare Book & Manuscript Library,Buch von den probierten Kü̈̈nsten,LJS 254,German,"Written in southeast Germany, perhaps Cham, after 1562 (later note, f. i recto; title page, f. ii recto; added note, f. 265r).",after 1562,1562,Germany,Yes,No,Artillery;Explosives;Military art and science;,"Codices;Paintings (visual works);Treatises;Manuscripts, German;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs254/data/web/0183_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs254.html,http://openn.library.upenn.edu/Data/0001/ljs254/data/,http://hdl.library.upenn.edu/1017/d/medren/4858832,"Illustrated treatise on gunpowder and artillery; probably a copy of an early recension of Franz Helm's work Buch von den probierten Kü̈̈nsten that first appeared between 1527 and 1535. The title page includes language similar to that title and a date of 1562 (f. ii). The date is echoed in a note added at the end of the manuscript in another hand; this note also attributes the copying of the manuscript to Georg Ganser of Cham and suggests that it was translated from French into German (f. 265r).""           "
University of Pennsylvania Rare Book & Manuscript Library,Manuscript leaf from De casibus virorum illustrium,LJS 255,In Middle French,None noted,None noted,,None noted,Yes,Yes,Phaedra (Greek mythology) in literature;Theseus (Greek mythology) in literature;,"Fragments;Illuminations;Translations;Manuscripts, French;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs255/data/web/0003_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs255.html,http://openn.library.upenn.edu/Data/0001/ljs255/data/,http://hdl.library.upenn.edu/1017/d/medren/5917195,"Partial leaf from a mid-15th century copy of Laurent de Premerfait's second translation of Boccaccio's De casibus virorum illustrium, from the chapter on Theseus (10.1-17), beginning with the rubric Le Xe chappitre contient le cas de Theseus, roy dathenes, Et commence ou latin Athene. Written in lettre bâtarde by a single hand in France, possibly Paris, in 2 columns, bottom of the leaf missing, 48 lines extant out of approximately 60, frame-ruled in lead. Decorated on the recto with an unfinished (outlines and touches of color) 26-line miniature depicting the suicide of Phaedra in the larger upper section and Theseus in exile in Cyprus in the smaller lower section; a border of flowers, acanthus leaves, and gold ivy leaves above the left column and an unfinished (gold leaves only) border on the left side of the left column; and a 5-line initial in pink on gold ground.""           "
University of Pennsylvania Rare Book & Manuscript Library,Liber metaphisice ; Liber ethicorum,LJS 25,Latin,"Written in Italy or southern France in the late 13th century, with initials done in France.",ca. 1275-1299,1275-1299,Italy,No,Yes,Metaphysics;Ethics;,"Codices;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs25/data/web/0250_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs25.html,http://openn.library.upenn.edu/Data/0001/ljs25/data/,http://hdl.library.upenn.edu/1017/d/medren/4645815,"Aristotle's Metaphysics and Nicomachean ethics, in the Latin translations by the Dominican William of Moerbeke from the Greek, followed by the first page of the Oeconomica, a work commonly attributed to Aristotle, in the Latin translation known as the translatio Durandi, attributed to Durand of Auvergne. The Aristotle texts are preceded by a table of contents for the Nicomachean ethics. The outer bifolium of the first gathering (before f. 1 and after f. 10), containing the beginning of the Metaphysics, a gathering after f. 22, and two leaves after f. 72 are all lacking. Many early marginal notes, some affected by cropping, and occasional manicules.""           "
University of Pennsylvania Rare Book & Manuscript Library,Ymage du monde,LJS 264,Middle French,"Written in France, ca. 1400.",ca. 1400,1400,France,No,Yes,"Astronomy;Cosmology;Geography;Geography, Medieval;","Codices;Diagrams;Illuminations;Poems;Manuscripts, French;Manuscripts, French;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs264/data/web/0081_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs264.html,http://openn.library.upenn.edu/Data/0001/ljs264/data/,http://hdl.library.upenn.edu/1017/d/medren/5760743,"Summary of all knowledge, divided into 3 parts on the creation of the world and man, geography, and astronomy; copy of the earliest recension in 6,600 octosyllabic lines of verse, as composed in 1245 by Gautier of Metz.""           "
University of Pennsylvania. Rare Book & Manuscript Library Web,Liber ruralium commodorum,LJS 265,Latin,"Written in Italy, probably Rome, in the 1460s (based on analysis of illumination by Albinia de la Mare), probably before 1464 (based on arms of Prospero Caffarelli).",before 1464,1464,Rome,No,Yes,Agriculture;,"Facsimiles;Illuminations;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs265/data/web/0283_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs265.html,http://openn.library.upenn.edu/Data/0001/ljs265/data/,http://hdl.library.upenn.edu/1017/d/medren/4767534,"A work on agriculture in 12 books harmonizing Roman authors (Varro, Pliny, Palladius) with medieval authors (Avicenna, Albertus Magnus) and practical experience. Topics include plants, vines, trees, the fruit of all these types of plants, meadows, woods, animals, and hunting. At the beginning of the manuscript are a letter to Aymeric of Piacenza (Master General of the Dominican order, 1304-1311), a dedication to Charles II of Anjou (King of Naples, 1288-1309), and a list of chapter headings. A colophon at the end of the manuscript describes the manuscript as having been written on behalf of Cardinal Louis Allerman and set by him to Rome as a gift for Angelotto Fusco, Bishop of Cava and chamberlain of Pope Martin V, but this must have been in the source manuscript from which the present manuscript was copied.""           "
University of Pennsylvania Rare Book & Manuscript Library,La generacion de Adam,LJS 266,Middle French,"Written in France, probably between 1425 and 1450 (Lisa Fagin Davis).",between 1425 and 1450?,1425-1450,France,No,Yes,World history;,"Codices;Chronicles;Genealogies;Manuscripts, French;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs266/data/web/0013_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs266.html,http://openn.library.upenn.edu/Data/0001/ljs266/data/,http://hdl.library.upenn.edu/1017/d/medren/4952511,"Collection of genealogical and chronicle material, including Biblical genealogy from Adam to Jesus and the apostles; genealogy concerning the Trojan War and the founding of Rome; the legendary history of England and France as founded by descendants of participants in the Trojan War, including the genealogy of Brut and the succeeding line of kings in England up to Coyl; the emperors of Rome; the Holy Emperors starting with Charlemagne; and the kings of France up to Charles V (crowned 1364). The introduction (f. 1r) suggests that the manuscript was meant to trace the kings of England through Richard II (1377-1399) and the popes through one named Innocent and therefore that the manuscript is incomplete.""           "
University of Pennsylvania Rare Book & Manuscript Library,De ludo scacchorum seu de moribus hominum et officiis nobilium ... etc.,LJS 267,Latin;Italian,Written in northern Italy in 1409 (f. 71r).,1409,1409,Italy,Yes,No,Catholic Church;Chess;Kings and rulers;Astronomy;Medea (Greek mythology);,"Codices;Palimpsests;Poems;Prayers;Sermons;Treatises;Manuscripts, Latin;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs267/data/web/0286_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs267.html,http://openn.library.upenn.edu/Data/0001/ljs267/data/,http://hdl.library.upenn.edu/1017/d/medren/4861706,"Compilation, mostly in Latin, of religious, literary, historical, and natural-historical works, including classical and contemporary selections, as well as letters by humanist writers Francesco Petrarca and Donatus Albanzani. Over a quarter of the manuscript is devoted to the De ludo scachorum of Jacobus de Cessolis, a collection of sermons about the proper relationships between a king and various classes of subjects, compared to the rules of chess (f. 1r-56r). Other moderately substantial texts include descriptions of various geographic regions from Honorius of Autun's De imagine mundi (f. 61r-71r); a brief history of the Roman civil wars (f. 71v-92r); and the Computus of Bono da Lucca, which deals with the calendar, lunar cycles, and calculations for determining the date of Easter (f. 109r-124v). The manuscript is a palimpsest, with the lower text from the 14th century, probably legal.""           "
University of Pennsylvania Rare Book & Manuscript Library,Almagest,LJS 268,Arabic,"Written in Spain in 1381 (f. 154r, 157v, 185r) for Qursunna al-Isrāʼīlī, astronomer to Pedro IV of Aragon (colophon, f. 185r).",A.H. 783 (1381),1381,Spain,No,No,Astronomy;,"Codices;Diagrams;Tables (documents);Treatises;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs268/data/web/0282_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs268.html,http://openn.library.upenn.edu/Data/0001/ljs268/data/,http://hdl.library.upenn.edu/1017/d/medren/5058303,"An extensive treatise on Aristotelian astronomy, considering the motion of the stars and planets in a spherical, geocentric universe.""           "
